time,open,high,low,close,Buy,Sell,Plot,Plot,Plot,A组1,A组2,B组1,B组2,Volume
2020-01-24T05:00:00+09:00,8369.9,8445,8345.79,8404.52,0,0,8578.362705248934,8593.076726767522,8093.566990543834,8235.268343790834,8162.8854570102285,8076.377055972714,8127.32786050708,5504.742117
2020-01-24T09:00:00+09:00,8404.52,8419.86,8275.5,8320.57,0,0,8553.811019034749,8582.390188462914,8095.825726956334,8236.444918359237,8164.740569280696,8077.22347865565,8127.898738319467,6228.834621
2020-01-24T13:00:00+09:00,8320.59,8353.91,8295.92,8340,0,0,8533.448064840963,8572.884690876133,8098.255321712987,8237.873264312902,8166.802444936217,8078.1343158180225,8128.525329934476,4078.670257
2020-01-24T17:00:00+09:00,8338.53,8418,8238,8412.77,0,0,8521.95491580849,8566.605683390795,8101.384820999425,8240.285633081001,8169.696180878144,8079.294231534424,8129.3650483098545,11287.416099
2020-01-24T21:00:00+09:00,8413.42,8515,8369.72,8506.44,1,0,8520.47730477911,8564.24624482645,8105.415220790475,8243.956727797125,8173.657872867813,8080.774806121827,8130.4790068082,9972.419201
2020-01-25T01:00:00+09:00,8507.8,8528.02,8445.14,8498.76,0,0,8518.408990038242,8561.678156794042,8109.329099190571,8247.47125568958,8177.482603775251,8082.223628284317,8131.566986108619,5464.763644
2020-01-25T05:00:00+09:00,8498.5,8519.75,8413.36,8439,0,0,8510.846229082219,8556.867248684472,8112.609406661311,8250.11303147317,8180.559279024954,8083.460288151616,8132.475207715388,4655.425707
2020-01-25T09:00:00+09:00,8438.99,8451.26,8254.9,8297.62,0,1,8490.538969169627,8546.700689912532,8114.450308087567,8250.768300004576,8181.936463977601,8084.202609509843,8132.963080070734,7158.449455
2020-01-25T13:00:00+09:00,8298.08,8357.89,8282.25,8316.2,0,0,8473.93525782014,8537.661447170864,8116.457767708585,8251.67080621141,8183.51603498963,8085.006759910155,8133.504400365946,3417.043326
2020-01-25T17:00:00+09:00,8316.72,8382.97,8306.65,8316.44,0,0,8458.935709456317,8528.986096301418,8118.447640666709,8252.564174401597,8185.079846342693,8085.808954849807,8134.0448304978045,4284.606747
2020-01-25T21:00:00+09:00,8316.44,8358.94,8286.87,8335.14,0,0,8447.145641889048,8521.384288603324,8120.603783545647,8253.703151306403,8186.8452599151315,8086.673187242009,8134.638907808003,4009.824672
2020-01-26T01:00:00+09:00,8334.6,8375,8325,8362.91,0,0,8439.123199804377,8515.16961061888,8123.014790674546,8255.209452667694,8188.916609798483,8087.6306805271315,8135.313268493946,2643.207546
2020-01-26T05:00:00+09:00,8362.25,8420,8340,8340.58,0,0,8429.738133156341,8508.32295922206,8125.1796186280335,8256.386977458484,8190.700884977324,8088.507454598094,8135.919669473285,4008.026186
2020-01-26T09:00:00+09:00,8340.01,8386.8,8293.66,8368.82,0,0,8423.93640618907,8502.852254938842,8127.6039010297445,8257.9377777694,8192.79640397759,8089.4790752060735,8136.607705900246,3317.022853
2020-01-26T13:00:00+09:00,8368.21,8395,8343.2,8385.17,0,0,8420.244367504396,8498.237264549083,8130.166747785667,8259.692704972582,8195.059622754325,8090.504000421997,8137.342011052683,3035.975781
2020-01-26T17:00:00+09:00,8384.85,8482.8,8382.48,8479.15,1,0,8425.854427742073,8497.488744370688,8133.639217956954,8262.719702145374,8198.401862486628,8091.851126936999,8138.351783545881,6955.340479
2020-01-26T21:00:00+09:00,8479.15,8488,8436,8459.67,0,0,8429.074958433304,8496.005656356152,8136.883305340467,8265.436257977852,8201.475605280903,8093.126062372226,8139.301024953426,3979.685067
2020-01-27T01:00:00+09:00,8459.66,8618,8454.01,8569.1,0,0,8442.410676677751,8498.87210120493,8141.1839689689195,8269.624723385054,8205.80059815995,8094.775885379602,8140.570741275573,9470.809918
2020-01-27T05:00:00+09:00,8566.99,8618.13,8550.55,8615,0,0,8458.847755089395,8503.426136451795,8145.898556342363,8274.38852030388,8210.614708769834,8096.579088549864,8141.972304816856,4371.651066
2020-01-27T09:00:00+09:00,8614.39,8704,8614.39,8670.1,0,0,8478.967016509452,8509.962366394862,8151.114491105125,8279.846609679,8216.020418078424,8098.567029317455,8143.532504802626,8102.017137
2020-01-27T13:00:00+09:00,8670.11,8686.86,8630.84,8658.01,0,0,8496.018729222838,8515.768155948004,8156.158227512039,8285.062656442047,8221.220295512796,8100.506173063322,8145.052379234524,3950.40408
2020-01-27T17:00:00+09:00,8658.01,8750,8535,8735.67,0,0,8518.842659773045,8524.391757675534,8161.924513805451,8291.277930146294,8227.27264497735,8102.707780782341,8146.797187567657,9832.96418
2020-01-27T21:00:00+09:00,8735.67,8796.95,8700.41,8779.67,0,0,8543.68335884228,8534.40266913924,8168.071235061118,8298.014372489104,8233.771437389381,8105.054270277029,8148.666826599953,10276.352628
2020-01-28T01:00:00+09:00,8779.68,8988,8749.2,8932.12,0,0,8580.677324666825,8549.99942721221,8175.673710334142,8306.760657006496,8241.98730283186,8107.921049236207,8150.981311602613,13722.616993
2020-01-28T05:00:00+09:00,8932.11,9000,8890.1,8907.57,0,0,8611.809960412842,8564.021802615653,8182.956260480071,8315.047682427097,8249.817687504426,8110.692796032616,8153.216433281777,8089.187978
2020-01-28T09:00:00+09:00,8907.57,9166,8907.56,9111.95,0,0,8659.442345135429,8585.509182905234,8192.199979281264,8326.03943853155,8259.96042059261,8114.163358264738,8156.048733331167,12321.276109
2020-01-28T13:00:00+09:00,9111.59,9136.76,8930.67,9039.92,0,0,8695.678312265389,8603.329214948166,8200.635004363043,8335.886066965599,8269.136415644462,8117.372220107842,8158.659874443925,9860.558209
2020-01-28T17:00:00+09:00,9039.68,9117.47,8942,9082.13,0,0,8732.48323490678,8622.105716322747,8209.406098846992,8346.17908673159,8278.701046048644,8120.716267871766,8161.387998891653,10560.83012
2020-01-28T21:00:00+09:00,9081.34,9188,8958,9024.58,0,0,8760.301974439468,8637.889021564992,8217.51728194304,8355.536340707706,8287.47609256572,8123.849244412938,8163.938049116493,17407.176692
2020-01-29T01:00:00+09:00,9025.47,9045.88,8862.4,9010.86,0,0,8784.164643540471,8652.515334444795,8225.411239336643,8364.575287732427,8295.986491476711,8126.9238050908825,8166.440034200344,11007.666968
2020-01-29T05:00:00+09:00,9010.23,9400,9007.74,9374.21,0,0,8840.35943939376,8680.817086035195,8236.84207277608,8378.501283763704,8308.671473929926,8131.24715412003,8170.008040007729,13427.345667
2020-01-29T09:00:00+09:00,9375.34,9420.82,9261.32,9343.5,0,0,8888.277588022926,8706.804651288716,8247.85359444,8391.811610884204,8320.845927177808,8135.44907039691,8173.474781396184,10287.37454
2020-01-29T13:00:00+09:00,9343.75,9393.04,9314,9365,0,0,8933.679722496932,8732.61623359112,8258.969479072437,8405.23489900994,8333.130092740423,8139.710945369538,8176.994796813035,7381.459267
2020-01-29T17:00:00+09:00,9365,9434.94,9216,9303.15,0,0,8968.867367973415,8754.990106783625,8269.359335002064,8417.619934885664,8344.542091649359,8143.743663063232,8180.321695493055,13506.450982
2020-01-29T21:00:00+09:00,9303.16,9351.5,9250.05,9285.01,0,0,8998.976190071186,8775.775200635248,8279.465311768212,8429.583935783794,8355.606419982896,8147.699525582943,8183.5851764517165,7377.279661
2020-01-30T01:00:00+09:00,9285,9415,9265,9393.98,0,0,9036.595600540597,8800.018526100532,8290.555010158578,8442.885950462638,8367.822579747803,8152.01938857919,8187.160936639451,7931.699361
2020-01-30T05:00:00+09:00,9393.73,9449.24,9288.75,9301.53,0,0,9061.827448108159,8819.68564272404,8300.614462793816,8454.729316663153,8378.80737292724,8156.003827440267,8190.453016590295,7379.801311
2020-01-30T09:00:00+09:00,9301.57,9333.97,9204.44,9280.3,0,0,9082.634357812143,8837.748950852509,8310.362577591886,8466.116498502282,8389.41316853986,8159.900867899746,8193.672653173486,6978.931346
2020-01-30T13:00:00+09:00,9281.63,9399,9277.23,9391.02,0,0,9112.004418972892,8859.445854740645,8321.115387765101,8478.873788178113,8401.196778321744,8164.168178582936,8197.209868378292,6395.241373
2020-01-30T17:00:00+09:00,9391.55,9408.36,9315,9338.21,0,0,9133.54780764214,8878.220919260619,8331.235732165449,8490.72670144462,8412.220463282665,8168.237647634642,8200.580622090616,7170.676789
2020-01-30T21:00:00+09:00,9338.21,9412.35,9306,9386.88,0,0,9157.674683104793,8898.168334191574,8341.739655228479,8503.087436597109,8423.687046067575,8172.4617112476935,8204.08519927794,9528.279238
2020-01-31T01:00:00+09:00,9385.41,9530,9220,9506.82,0,0,9190.926618047193,8922.037026968375,8353.332494479937,8516.932023678528,8436.429786702074,8177.086869960873,8207.933751126455,22796.44492
2020-01-31T05:00:00+09:00,9506.32,9578,9466.66,9513.21,0,0,9221.62027347127,8945.220280812753,8364.873564186604,8530.67378886917,8449.09778921146,8181.718145974874,8211.789810945875,7757.170593
2020-01-31T09:00:00+09:00,9511.52,9530.22,9390.07,9444,0,0,9242.799295045434,8964.780269800489,8375.611140662359,8543.27139178132,8460.80252110309,8186.09347302522,8215.430018299063,5777.151208
2020-01-31T13:00:00+09:00,9444.69,9448.68,9320,9374.56,0,0,9255.347933612535,8980.850063141646,8385.550930307509,8554.737441549853,8471.552609090113,8190.212941056328,8218.854331391238,8076.1142
2020-01-31T17:00:00+09:00,9375.5,9414.94,9270.4,9328.41,0,1,9262.306225649436,8994.479864587072,8394.932612593006,8565.408787183647,8481.633284277288,8194.15816483083,8222.13219156438,9614.722688
2020-01-31T21:00:00+09:00,9328.39,9345.82,9210.01,9339.19,0,0,9269.6284898733,9007.99790911307,8404.328208487603,8576.081631498355,8491.722186815203,8198.12707933748,8225.432214632137,11193.06797
2020-02-01T01:00:00+09:00,9339.19,9367.5,9256.24,9302.67,0,0,9272.775300361556,9019.553677383146,8413.266932781258,8586.103540029411,8501.26274932326,8201.955650986225,8228.614600999546,5930.415015
2020-02-01T05:00:00+09:00,9303.72,9430,9300.59,9352.89,0,0,9280.405271755693,9032.625690034787,8422.616416037166,8596.679904994522,8511.281893448868,8205.945024812963,8231.935946343714,4960.551271
2020-02-01T09:00:00+09:00,9351.71,9464.53,9341.17,9432.33,0,0,9294.874293493247,9048.300368856952,8432.66331737013,8608.206113201493,8522.11775352594,8210.195925940128,8235.482162159538,4624.992378
2020-02-01T13:00:00+09:00,9431.75,9454.77,9377.77,9423.01,0,0,9307.077694112937,9062.994864195894,8442.517513217193,8619.444787502161,8532.716485837398,8214.399787548655,8238.990368475168,4130.350697
2020-02-01T17:00:00+09:00,9423.02,9425.76,9321.41,9354.66,0,0,9311.609342292657,9074.432712658801,8451.5935578618,8629.58568698489,8542.386409533428,8218.352162635141,8242.286290577162,5303.160733
2020-02-01T21:00:00+09:00,9354.65,9375,9281,9333.91,0,0,9313.73321445526,9084.608292554534,8460.372825942777,8639.300505095443,8551.698451774211,8222.218914237792,8245.511175981661,5925.08254
2020-02-02T01:00:00+09:00,9333.73,9420.98,9327,9367.09,0,0,9318.814813078568,9095.686006572003,8469.394887376182,8649.33898088723,8561.291293518045,8226.187271554125,8248.824555077726,5197.110624
2020-02-02T05:00:00+09:00,9367.76,9409.99,9350,9384.61,0,0,9325.0810213568,9107.016359255455,8478.50150541224,8659.480650116373,8570.977395947244,8230.202601635394,8252.179903511766,3397.370382
2020-02-02T09:00:00+09:00,9384.41,9387.03,9245.75,9266.83,0,0,9319.533305037105,9113.28356085328,8486.345570035004,8667.85788252856,8579.163897171395,8233.795764194716,8255.177392718526,6703.284365
2020-02-02T13:00:00+09:00,9266.79,9385,9120,9370.53,0,0,9324.390133128809,9123.371656506093,8495.143425059532,8677.549911735063,8588.474086616437,8237.735917525064,8258.472378264409,11191.364659
2020-02-02T17:00:00+09:00,9370.53,9450,9346,9435.54,1,0,9334.97583473559,9135.613552329383,8504.500604909686,8688.004947435269,8598.439567950361,8241.887751433123,8261.949682907645,7705.771743
2020-02-02T21:00:00+09:00,9435.79,9477.03,9363.89,9446.77,0,0,9345.622898094105,9147.815765963525,8513.876419786207,8698.47067229823,8608.419925974475,8246.064119712384,8265.449890639085,8442.815283
2020-02-03T01:00:00+09:00,9446.8,9460,9395.46,9438.08,0,0,9354.428336370856,9159.198677102211,8523.072475310722,8708.67218026653,8618.180632727715,8250.195890527939,8268.914085940003,5404.74364
2020-02-03T05:00:00+09:00,9437.9,9454.87,9322,9331.51,0,0,9352.24563766887,9165.955983882517,8531.116629785243,8717.263046745613,8626.572742930919,8253.943946366664,8272.053217148452,6242.93285
2020-02-03T09:00:00+09:00,9331.59,9618.79,9288,9385.59,0,0,9355.421291224215,9174.569082553791,8539.618852374444,8726.481349549122,8635.502357719966,8257.866463017039,8275.342838368102,16529.972617
2020-02-03T13:00:00+09:00,9386.24,9426.6,9346.09,9368.16,0,0,9356.634501583812,9182.160883237957,8547.863042898081,8735.33208955534,8644.121859393848,8261.714967477985,8278.571249480752,4456.422902
2020-02-03T17:00:00+09:00,9368.16,9399.42,9303.2,9351.48,0,0,9356.143596671069,9188.800848601175,8555.859231525961,8743.830681423542,8652.443719871568,8265.492315944266,8281.740846971208,7654.583102
2020-02-03T21:00:00+09:00,9352,9373.97,9265,9270,0,1,9347.939444607158,9191.985129048187,8562.965109819235,8751.088189265976,8659.709087873078,8268.974145005117,8284.660371795519,10467.098595
2020-02-04T01:00:00+09:00,9270,9331.5,9234,9316.7,0,0,9344.964259406477,9196.8759083012,8570.464959472774,8758.889731482997,8667.43839272163,8272.605777084822,8287.709233326403,7847.377982
2020-02-04T05:00:00+09:00,9316.04,9344.02,9251.01,9292.24,0,0,9339.942901367765,9200.615676603113,8577.64680067205,8766.246286910819,8674.788999866081,8276.14003782283,8290.676827910373,3936.678253
2020-02-04T09:00:00+09:00,9291.35,9350,9262.14,9282.95,0,0,9334.515005999407,9203.844473599069,8584.66474295392,8773.373234677565,8681.943835161774,8279.62984705048,8293.608210988925,4657.428347
2020-02-04T13:00:00+09:00,9282.96,9318.89,9227.58,9278.63,0,0,9329.192624475654,9206.777239340281,8591.569869889703,8780.342293509599,8688.963672395164,8283.092585882196,8296.518171960892,8513.731842
2020-02-04T17:00:00+09:00,9278.63,9327,9108,9182.81,0,0,9315.25142214464,9205.837347601446,8597.45285625896,8785.893572219811,8694.773629190515,8286.211190437196,8299.136463919649,14557.392199
2020-02-04T21:00:00+09:00,9182.81,9236.72,9093.01,9206.47,0,0,9304.891286702294,9205.862157499429,8603.512728335985,8791.694626396089,8700.793586494156,8289.40099566965,8301.816917497434,13655.345175
2020-02-05T01:00:00+09:00,9207.02,9240,9173.9,9186.37,0,0,9293.603545111599,9205.097759166118,8609.312303178413,8797.138424652694,8706.50625018246,8292.51007367426,8304.430072837175,7057.829797
2020-02-05T05:00:00+09:00,9186.72,9220.19,9151,9197.02,0,0,9284.405112243827,9204.780984296858,8615.160140957732,8802.65403258852,8712.277000180313,8295.645290056673,8307.066970701762,4866.447906
2020-02-05T09:00:00+09:00,9197.02,9245.87,9177.22,9239.19,0,0,9280.098911077748,9206.130357461687,8621.369393286512,8808.67521834592,8718.47597664878,8298.915808981954,8309.820657642082,6074.630149
2020-02-05T13:00:00+09:00,9239.19,9300,9216.75,9274.53,0,0,9279.568538594152,9208.812696384757,8627.868503801074,8815.100801541148,8725.017788688207,8302.297487287042,8312.670611386122,7265.185535
2020-02-05T17:00:00+09:00,9274.39,9421.75,9232.75,9418.48,1,0,9292.798201585185,9217.034943585355,8635.73528485778,8823.423273244029,8733.176167644815,8306.1664041422,8315.937404262382,13140.827741
